customer_id,predicted_cltv,horizon_months
USER_009250,411.52606,12
USER_006057,1270.9255,12
USER_007732,368.13785,12
USER_007850,1581.7471,12
USER_009132,154.07611,12
USER_009164,3422.4895,12
USER_006188,1636.7073,12
USER_009511,775.0735,12
USER_000009,2871.2214,12
USER_007301,2490.7305,12
USER_008717,1668.4781,12
USER_001903,1845.8348,12
USER_008253,240.77528,12
USER_009627,1723.2234,12
USER_001142,2238.0498,12
USER_009031,1201.1328,12
USER_004733,380.22443,12
USER_001543,1080.6075,12
USER_001126,1594.7549,12
USER_001770,3300.9932,12
USER_004444,2134.2742,12
USER_004801,579.1008,12
USER_002453,1567.4642,12
USER_007721,387.67157,12
USER_002602,1635.006,12
USER_002269,1607.3811,12
USER_006467,3279.4192,12
USER_004905,278.07156,12
USER_008292,1871.9187,12
USER_003241,1819.9656,12
USER_000756,1873.554,12
USER_007358,1361.9338,12
USER_001151,5069.9106,12
USER_009381,1666.8987,12
USER_003106,3279.4104,12
USER_004176,1515.8177,12
USER_009201,2056.135,12
USER_005911,799.06793,12
USER_009621,819.9611,12
USER_003539,313.5363,12
USER_001878,1513.5707,12
USER_009421,786.46674,12
USER_007205,149.09459,12
USER_005570,2034.7275,12
USER_003875,1280.303,12
USER_001347,2040.2742,12
USER_000770,2729.1902,12
USER_009956,684.039,12
USER_006828,141.67815,12
USER_006678,572.2998,12
USER_004967,251.27298,12
USER_005881,1143.072,12
USER_005645,1555.1505,12
USER_002518,2544.7446,12
USER_008126,1169.444,12
USER_006956,183.06139,12
USER_007449,408.0041,12
USER_000543,2853.3064,12
USER_003688,306.80298,12
USER_000554,6161.4634,12
USER_003758,291.07996,12
USER_002879,2262.939,12
USER_005995,1206.0022,12
USER_000238,3310.3755,12
USER_003057,660.1744,12
USER_001330,529.101,12
USER_008464,1426.6058,12
USER_007978,364.8887,12
USER_006495,1434.091,12
USER_006036,1252.705,12
USER_009819,450.57248,12
USER_007749,1295.0327,12
USER_007021,202.87303,12
USER_001427,1947.8015,12
USER_005815,576.0754,12
USER_002688,1129.9045,12
USER_000993,4262.1514,12
USER_008628,869.36597,12
USER_007020,1029.7802,12
USER_001503,2525.7976,12
USER_009908,261.10175,12
USER_003007,416.918,12
USER_002987,3444.5066,12
USER_000693,3022.7883,12
USER_001779,1259.1646,12
USER_006420,2291.3635,12
USER_009244,1844.6967,12
USER_008250,643.2514,12
USER_006056,475.1861,12
USER_004456,1125.167,12
USER_004475,1980.313,12
USER_005472,282.6981,12
USER_000873,1677.9688,12
USER_002773,2152.6035,12
USER_002213,3784.392,12
USER_009316,1042.4576,12
USER_001807,2861.7742,12
USER_006097,178.99312,12
USER_000602,2390.2612,12
USER_003869,3404.1672,12
USER_006865,534.2838,12
USER_001373,563.7065,12
USER_003153,1493.258,12
USER_002022,1387.2917,12
USER_001379,1926.8422,12
USER_002076,869.22174,12
USER_006711,416.21243,12
USER_005248,658.1317,12
USER_000690,2978.9167,12
USER_000247,3883.5762,12
USER_007046,479.60544,12
USER_003280,4367.6196,12
USER_005434,1240.6658,12
USER_009451,735.104,12
USER_005343,1300.5115,12
USER_000568,3167.8767,12
USER_008914,862.95026,12
USER_000956,5447.3364,12
USER_003711,472.3905,12
USER_007544,999.24817,12
USER_002895,3716.8723,12
USER_000328,1413.2386,12
USER_009069,474.7754,12
USER_000889,2855.1272,12
USER_001794,2629.4175,12
USER_005210,2056.226,12
USER_000893,2127.4663,12
USER_009319,281.81662,12
USER_002044,1520.4214,12
USER_007073,563.3938,12
USER_007016,1080.8878,12
USER_000985,4895.2163,12
USER_005255,1051.2837,12
USER_005160,1089.0753,12
USER_000279,3342.0032,12
USER_006114,881.1735,12
USER_006908,834.4845,12
USER_005357,307.23465,12
USER_009000,959.80316,12
USER_000033,3543.2754,12
USER_009810,698.5344,12
USER_007865,2164.1995,12
USER_002611,1960.829,12
USER_002217,1093.1094,12
USER_000761,2455.7822,12
USER_009671,1032.0261,12
USER_003826,2183.1099,12
USER_002067,2197.6812,12
USER_003524,1368.9285,12
USER_002564,1397.7211,12
USER_002901,3617.1746,12
USER_002197,1363.3646,12
USER_000197,2834.0103,12
USER_002000,1176.6316,12
USER_008038,916.0349,12
USER_005772,1904.1223,12
USER_002298,2069.7234,12
USER_006814,753.6668,12
USER_004783,916.5309,12
USER_005421,628.10187,12
USER_001641,3920.6963,12
USER_007657,1355.1337,12
USER_004194,1187.9073,12
USER_003424,265.82916,12
USER_001573,1952.4773,12
USER_007973,2560.9463,12
USER_007488,1000.6341,12
USER_009393,229.6558,12
USER_009281,1600.8871,12
USER_001636,1974.3933,12
USER_004116,1092.9801,12
USER_007847,339.55164,12
USER_004602,847.9834,12
USER_008481,2250.432,12
USER_009098,2265.2512,12
USER_002639,3007.8318,12
USER_006664,835.9361,12
USER_005283,801.4499,12
USER_004550,661.28973,12
USER_004422,697.32587,12
USER_003927,2588.701,12
USER_001317,2845.2786,12
USER_001062,1589.8423,12
USER_008383,1480.9724,12
USER_002373,2229.024,12
USER_002975,2025.9706,12
USER_002549,967.65533,12
USER_007741,857.1343,12
USER_000666,3560.8535,12
USER_006690,2067.6375,12
USER_009003,2196.7815,12
USER_004800,1791.5457,12
USER_001233,1081.4745,12
USER_009809,558.5662,12
USER_008742,529.96387,12
USER_009972,999.2413,12
USER_002171,1217.888,12
USER_005641,520.565,12
USER_003138,875.15875,12
USER_007487,207.3076,12
USER_007599,1794.7415,12
USER_002977,1374.8322,12
USER_008781,1299.1986,12
USER_009131,2447.2021,12
USER_005220,877.3941,12
USER_001985,576.3753,12
USER_001415,2298.191,12
USER_007508,496.06918,12
USER_003167,253.8048,12
USER_000971,3438.1636,12
USER_003670,2144.019,12
USER_009535,2568.68,12
USER_000641,2353.217,12
USER_002632,1848.6389,12
USER_008407,133.02931,12
USER_007196,1603.1067,12
USER_000557,2815.5183,12
USER_007351,8924.687,12
USER_009228,1608.5645,12
USER_009422,1686.9662,12
USER_000841,5169.877,12
USER_007744,1912.7219,12
USER_006832,589.83093,12
USER_002944,3225.7502,12
USER_002578,1129.5651,12
USER_001393,1515.7871,12
USER_008540,1537.4321,12
USER_001579,2103.6885,12
USER_005871,1928.4805,12
USER_001169,1457.6051,12
USER_004626,533.86884,12
USER_004994,2222.1997,12
USER_007994,1494.9708,12
USER_005889,2408.2017,12
USER_008347,294.40027,12
USER_009610,907.3304,12
USER_005750,1958.4872,12
USER_007541,1268.9987,12
USER_003969,189.0247,12
USER_000606,872.60236,12
USER_005697,919.61926,12
USER_005927,3558.8975,12
USER_002775,1985.0883,12
USER_002729,1510.8077,12
USER_001706,1550.9938,12
USER_009667,2040.9962,12
USER_004354,1461.1589,12
USER_003197,2405.3892,12
USER_009628,564.1604,12
USER_005396,591.7895,12
USER_003223,3323.9282,12
USER_004737,1316.9054,12
USER_008352,3399.8774,12
USER_000656,2021.8942,12
USER_000776,1212.7859,12
USER_001333,3128.9336,12
USER_000848,524.4877,12
USER_001932,1822.727,12
USER_006392,87.16888,12
USER_009346,2254.2124,12
USER_006455,2395.357,12
USER_007683,1703.795,12
USER_000326,2663.1833,12
USER_000929,2743.7556,12
USER_002752,822.1938,12
USER_008215,1024.6835,12
USER_000079,1093.707,12
USER_001953,2290.7278,12
USER_007804,965.4849,12
USER_007343,1073.9156,12
USER_002432,2683.9722,12
USER_002583,944.3515,12
USER_001508,1528.8021,12
USER_004112,479.08383,12
USER_005563,351.60513,12
USER_007967,1814.1201,12
USER_009691,671.7152,12
USER_006235,1018.1011,12
USER_000830,2609.3,12
USER_009487,479.51874,12
USER_001523,529.4892,12
USER_004295,134.1638,12
USER_000839,2011.9037,12
USER_004624,544.76666,12
USER_003584,1026.5691,12
USER_004582,314.71286,12
USER_001989,1259.7017,12
USER_001502,1216.7758,12
USER_001135,1456.1527,12
USER_008928,324.73242,12
USER_008450,1030.1273,12
USER_000836,5208.26,12
USER_000246,3839.2031,12
USER_001145,3516.8564,12
USER_008965,85.82027,12
USER_007529,768.32166,12
USER_007564,1120.6293,12
USER_005571,2703.1333,12
USER_001451,2120.8413,12
USER_007022,599.9176,12
USER_001962,1732.1866,12
USER_006296,877.8609,12
USER_003213,479.9494,12
USER_009668,310.367,12
USER_007597,776.8831,12
USER_008466,336.53525,12
USER_004217,1294.0543,12
USER_009431,312.34186,12
USER_002487,2244.5466,12
USER_001374,907.78613,12
USER_000481,2152.8445,12
USER_008100,2967.366,12
USER_007556,1835.9767,12
USER_003934,138.98059,12
USER_001575,2280.613,12
USER_004873,543.41,12
USER_000067,2749.7588,12
USER_000901,2865.538,12
USER_002961,907.42566,12
USER_005101,737.20544,12
USER_008535,449.40057,12
USER_000399,2753.473,12
USER_000518,2602.7415,12
USER_001531,1447.8763,12
USER_006734,176.33553,12
USER_002893,998.66345,12
USER_003886,1753.816,12
USER_003303,1045.8347,12
USER_003192,560.44543,12
USER_001462,1823.2195,12
USER_007694,766.6878,12
USER_004267,1144.2075,12
USER_004703,873.19556,12
USER_007774,2525.4485,12
USER_009666,878.2077,12
USER_009796,465.5123,12
USER_009279,2318.0393,12
USER_005371,652.5057,12
USER_009797,3009.0251,12
USER_008609,1371.5726,12
USER_004472,1657.4626,12
USER_004109,732.04987,12
USER_007866,657.8338,12
USER_000903,2232.2778,12
USER_005264,295.37146,12
USER_001879,1875.006,12
USER_001054,1819.284,12
USER_001525,999.3942,12
USER_006941,496.0845,12
USER_003265,2262.4949,12
USER_002699,3351.2869,12
USER_009822,1436.623,12
USER_007129,1954.3741,12
USER_009278,2380.8765,12
USER_009380,343.60886,12
USER_004944,66.26923,12
USER_000126,4320.6455,12
USER_000579,1280.3604,12
USER_009202,268.69806,12
USER_007893,1561.5453,12
USER_003971,2055.638,12
USER_003949,1419.3776,12
USER_009386,1694.9376,12
USER_008005,869.5478,12
USER_006243,139.97766,12
USER_003250,167.65079,12
USER_006708,5552.3936,12
USER_000438,1436.5082,12
USER_003472,2505.0605,12
USER_003441,1264.7983,12
USER_009932,1814.2549,12
USER_003321,1257.6304,12
USER_009263,1624.9767,12
USER_008534,549.435,12
USER_000858,3687.1438,12
USER_000508,3869.3018,12
USER_008877,530.86176,12
USER_006462,251.93497,12
USER_005229,278.79974,12
USER_008114,563.8839,12
USER_009417,1808.01,12
USER_009837,2609.0432,12
USER_002783,1200.6344,12
USER_000443,1991.4498,12
USER_009597,477.7765,12
USER_002486,1119.5033,12
USER_004383,2024.5933,12
USER_007792,1817.9666,12
USER_006460,2399.9258,12
USER_008169,3351.086,12
USER_009839,1329.3273,12
USER_004477,983.4973,12
USER_004732,1791.3134,12
USER_006182,2965.5833,12
USER_001321,3171.5552,12
USER_001453,1053.0809,12
USER_001180,1768.206,12
USER_009672,1250.8044,12
USER_000733,3107.5083,12
USER_000998,1457.0938,12
USER_009966,1013.8895,12
USER_009442,299.9564,12
USER_001881,1371.2557,12
USER_009276,2054.2183,12
USER_009574,448.7933,12
USER_007307,749.86176,12
USER_002317,1280.4521,12
USER_005289,3329.9,12
USER_002030,1693.1279,12
USER_004578,463.21588,12
USER_002715,1998.2399,12
USER_000286,2738.434,12
USER_002308,2269.1755,12
USER_005670,838.89667,12
USER_007257,1564.9012,12
USER_005048,1666.8091,12
USER_008106,733.50275,12
USER_006983,1646.318,12
USER_002053,626.02655,12
USER_002743,1565.8927,12
USER_005388,240.39948,12
USER_001719,1649.16,12
USER_005566,4206.808,12
USER_000702,2739.7778,12
USER_008752,639.60333,12
USER_001606,1065.402,12
USER_002663,1201.4841,12
USER_004597,962.7884,12
USER_003409,1731.9965,12
USER_003146,1504.4591,12
USER_003518,978.95166,12
USER_002323,746.89594,12
USER_007054,389.75006,12
USER_003655,1038.4149,12
USER_006928,1018.0713,12
USER_004044,253.57495,12
USER_004635,2108.867,12
USER_007032,1374.4886,12
USER_001208,4862.9087,12
USER_007015,588.6264,12
USER_000260,3848.8843,12
USER_004170,3695.8762,12
USER_006761,273.1432,12
USER_002995,2470.3481,12
USER_008446,775.3344,12
USER_005124,3858.2192,12
USER_000275,2887.67,12
USER_005883,3055.4502,12
USER_000064,3623.559,12
USER_003800,178.85603,12
USER_002040,4013.6956,12
USER_001110,1032.54,12
USER_006518,406.71927,12
USER_006179,368.67795,12
USER_005996,156.0775,12
USER_001933,1748.1533,12
USER_005188,1107.2819,12
USER_006487,1636.9017,12
USER_003466,64.660866,12
USER_000390,5224.573,12
USER_002544,1022.5589,12
USER_004252,2012.4037,12
USER_006250,222.35677,12
USER_004419,528.243,12
USER_004695,754.31635,12
USER_008606,825.3493,12
USER_000225,3303.5356,12
USER_009294,203.50679,12
USER_004509,4121.6494,12
USER_002025,2599.7092,12
USER_009983,1991.079,12
USER_003047,1514.8007,12
USER_000144,3130.8696,12
USER_006222,481.4292,12
USER_009081,253.76064,12
USER_008353,925.04034,12
USER_007687,1251.9299,12
USER_003159,367.93848,12
USER_009552,772.5076,12
USER_007153,382.92987,12
USER_007664,1749.9199,12
USER_009491,738.08813,12
USER_008431,3087.8933,12
USER_006509,591.0344,12
USER_001371,1283.8975,12
USER_007734,532.15564,12
USER_004214,3365.3574,12
USER_004459,294.74432,12
USER_008073,1492.4495,12
USER_004999,2644.774,12
USER_005230,1152.6123,12
USER_003863,968.58594,12
USER_001677,1668.004,12
USER_009461,496.4101,12
USER_005215,1265.4906,12
USER_003403,723.9478,12
USER_005368,1857.7039,12
USER_009149,640.2621,12
USER_004726,1280.7948,12
USER_006740,241.23167,12
USER_004850,272.93222,12
USER_005400,2257.5332,12
USER_006961,1890.8373,12
USER_004006,810.57837,12
USER_003738,2446.1418,12
USER_001366,2736.8667,12
USER_008207,803.6028,12
USER_000726,1254.9368,12
USER_000431,1687.3273,12
USER_007844,671.9896,12
USER_001245,2988.785,12
USER_008136,481.59485,12
USER_001623,4015.001,12
USER_001564,2481.9604,12
USER_000082,2027.1636,12
USER_000493,1976.6055,12
USER_002607,2507.9153,12
USER_005274,338.65173,12
USER_003614,1857.5469,12
USER_007898,455.82562,12
USER_003004,364.41223,12
USER_003815,860.0127,12
USER_000789,2022.1453,12
USER_002426,1143.0236,12
USER_002789,1550.1277,12
USER_008530,1238.8113,12
USER_004212,2165.2551,12
USER_002624,4830.338,12
USER_003811,691.12,12
USER_001068,3148.52,12
USER_006408,799.16833,12
USER_009100,1094.087,12
USER_008935,472.37027,12
USER_002596,3281.5654,12
USER_000973,1258.0311,12
USER_002931,1178.7568,12
USER_001091,1626.063,12
USER_004648,1293.5934,12
USER_008345,1252.2625,12
USER_004937,177.87328,12
USER_004603,1926.4257,12
USER_002456,1586.0554,12
USER_004376,3108.901,12
USER_004950,232.78029,12
USER_002093,3586.0264,12
USER_002803,2450.0671,12
USER_005169,2855.9907,12
USER_006731,1087.5566,12
USER_003084,177.7052,12
USER_005880,1873.4965,12
USER_009029,1459.3668,12
USER_003320,877.5144,12
USER_001835,306.47354,12
USER_000498,2741.783,12
USER_006051,454.823,12
USER_009594,2749.9912,12
USER_002932,1379.3022,12
USER_006626,787.6806,12
USER_005310,1401.412,12
USER_007313,627.59875,12
USER_001645,1916.1143,12
USER_003531,576.47156,12
USER_007042,1662.4911,12
USER_005643,657.12054,12
USER_004786,438.73608,12
USER_000391,959.3499,12
USER_002591,1742.2263,12
USER_006284,68.83471,12
USER_002668,1317.8322,12
USER_007253,63.454895,12
USER_009156,136.6799,12
USER_000868,3249.1145,12
USER_004344,2851.8262,12
USER_006102,2218.9524,12
USER_002309,2260.6016,12
USER_000775,5321.557,12
USER_003693,1689.1829,12
USER_002703,1972.7306,12
USER_002126,1575.5747,12
USER_001499,1857.1418,12
USER_002537,942.86273,12
USER_000409,2877.916,12
USER_005649,2525.7297,12
USER_004301,948.8066,12
USER_002061,2749.453,12
USER_000097,4184.355,12
USER_001146,888.1477,12
USER_005887,1370.4655,12
USER_002262,3014.159,12
USER_007420,1693.7245,12
USER_003926,1667.9205,12
USER_006404,528.2547,12
USER_003945,1045.7484,12
USER_006387,213.70044,12
USER_006602,621.14343,12
USER_000806,1805.5094,12
USER_006957,2186.903,12
USER_008630,754.14374,12
USER_009213,125.71955,12
USER_000122,1758.3408,12
USER_005338,881.0823,12
USER_008167,1263.9127,12
USER_000938,2261.7466,12
USER_001303,1055.864,12
USER_009262,1038.339,12
USER_003559,1939.3466,12
USER_002883,1963.108,12
USER_002974,926.4779,12
USER_000777,1774.389,12
USER_007162,2300.056,12
USER_001016,2012.7325,12
USER_000217,4113.165,12
USER_005873,848.33075,12
USER_004056,156.03674,12
USER_004708,1492.7727,12
USER_000223,3576.5254,12
USER_003215,627.59875,12
USER_007658,1866.2751,12
USER_004993,423.36615,12
USER_009516,1618.4089,12
USER_003817,927.033,12
USER_001053,1815.5225,12
USER_001177,2672.472,12
USER_003572,821.9916,12
USER_004452,798.9139,12
USER_007346,1925.5853,12
USER_007405,3167.096,12
USER_007549,571.319,12
USER_000621,1826.5072,12
USER_003610,6809.558,12
USER_009425,147.55223,12
USER_005667,2732.8645,12
USER_001045,1280.7854,12
USER_008379,267.5422,12
USER_008160,857.7849,12
USER_004761,1471.2329,12
USER_006045,1694.5648,12
USER_006363,1803.89,12
USER_000605,3414.473,12
USER_006546,134.95152,12
USER_002675,1686.9563,12
USER_007217,203.6966,12
USER_005500,714.4858,12
USER_000137,3906.9126,12
USER_005227,327.47372,12
USER_009955,434.17822,12
USER_009065,579.44806,12
USER_008840,1455.7991,12
USER_004149,1898.5254,12
USER_006326,733.3271,12
USER_002122,471.16977,12
USER_001052,967.1675,12
USER_001124,1520.6022,12
USER_005768,1560.8843,12
USER_004296,1687.6613,12
USER_002934,2285.7412,12
USER_001439,2599.4956,12
USER_005601,1384.9108,12
USER_001553,3040.4224,12
USER_009455,1752.907,12
USER_006416,1963.7599,12
USER_002103,2163.9,12
USER_001904,1317.4968,12
USER_000544,1126.3533,12
USER_006902,1074.6195,12
USER_002251,1032.8124,12
USER_000334,2474.277,12
USER_000823,4699.073,12
USER_000682,1412.4393,12
USER_004099,1082.5475,12
USER_003450,783.76654,12
USER_006564,740.1717,12
USER_000371,2359.3643,12
USER_009354,1864.0029,12
USER_006753,2264.8875,12
USER_000674,4811.984,12
USER_005154,880.9517,12
USER_009284,877.3396,12
USER_002032,826.11444,12
USER_003508,1493.7405,12
USER_001444,3091.6653,12
USER_007121,204.79385,12
USER_002347,1782.9116,12
USER_000874,3098.101,12
USER_006667,1990.0243,12
USER_003764,628.3147,12
USER_003171,242.94614,12
USER_001111,1788.3604,12
USER_005579,3488.525,12
USER_002601,1591.3279,12
USER_003373,2844.0842,12
USER_004362,792.95013,12
USER_001367,2370.786,12
USER_009759,827.47437,12
USER_009134,193.38205,12
USER_009209,463.3117,12
USER_004019,1662.0386,12
USER_004004,396.24597,12
USER_004281,1747.5339,12
USER_004371,1230.012,12
USER_001756,2223.2258,12
USER_001241,1946.2189,12
USER_005039,327.73087,12
USER_000592,1375.7002,12
USER_006688,165.45456,12
USER_008046,777.5158,12
